target,abstractive_summary
"Discrete transformer which uses hard attention to ensure that each step only depends on a fixed context. This work presents modifications to the standard transformer architecture with the goal of improving interpretability while retaining performance in NLP tasks. This work proposes three Discrete Transformers: a discrete and stochastic Gumbel-softmax based attention module, a two-stream syntactic and semantic transformer, and sparsity regularization.","A method for learning discrete attention by modifying the attention mechanism and objective function to improve model interpretability. This work introduces a novel approach to learning discretized attention by using a sparse attention mechanism, which can be used to improve machine translation performance. The paper presents a new approach for learning soft attention models by incorporating attention as a categorical latent variable and a ""syntactic"" attention mechanism in the input structure."
We propose a subset selection algorithm that is trainable with gradient based methods yet achieves near optimal performance via submodular optimization. Proposes a neural network based model that integrates submodular function by combining gradient based optimization technique with submodular framework named 'Differentiable Greedy Network' (DGN). Proposes a neural network that aims to select a subset of elements (e.g. selecting k sentences that are mostly related to a claim from a set of retrieved docs),"A deep unfolding technique that combines the two extremes of generative models and deep learning models. This work presents a deep-encoder-based method to derive novel network architectures that are interpretable as inference algorithms by turning iterations of the inference algorithm into layers of a network. The authors present a method for deep learning, combining the advantages of deep learning with deep learning and a deeper feed-forward approach."
"We propose a simple and general approach that avoids a mode collapse problem in various conditional GANs. The article proposes a regularization term for the conditional GAN objective in order to promote diverse multimodal generation and prevent mode collapse. The paper proposes a method for generating diverse outputs for various conditional GAN frameworks including image-to-image translation, image-inpainting, and video prediction, which can be applied to various conditional synthesis frameworks for various tasks.","A Generative Adversarial Network which learns both conditional generator G and discriminator D by learning a multi-modal mapping from latent code to output by optimizing the adversarial objective of the generator. This article considers the mode-collapse problem in many conditional generative tasks, especially for high-dimensional input and output."
"A method that trains large capacity neural networks with significantly improved accuracy and lower dynamic computational cost A method to train a network with large capacity, only parts of which are used at inference time dependent on input, using fine-grained conditional selection and a new method of regularization, ""batch shaping.""","A new batch-shaping loss for deep neural networks that can be trained with very large capacity. This work introduces a batch Shaping and a method for training deep neural network architectures by conditionally turning parts of the architecture on or off. This article presents a novel batch-Shaping solution to the task loss problem, which is based on two fully connected layers, with only 16 neurons in the hidden layer."
"We diagnose deep neural networks for 3D point cloud processing to explore the utility of different network architectures. The article investigates different neural network architectures for 3D point cloud processing and proposes metrics for adversarial robustness, rotational robustness, and neighborhood consistency.","A method to quantify the utility of different network architectures. This article presents a method for evaluating the usefulness of different networks in the context of 3D point clouds, and shows that DNNs can learn an orientation-aware feature for each point cloud. The authors address the problem of determining how much information is discarded during the computation of an intermediate layer feature by using a distance encoding unit (i.e., Architecture 4)."
"Optimized gated deep learning architectures for sensor fusion is proposed. The authors improve upon several limitations of the baseline negated architecture by proposing a coarser-grained gated fusion architecture and a two-stage gated fusion architecture Proposes two gated deep learning architectures for sensor fusion and by having the grouped features, demonstrates improved performance, especially in the presence of random sensor noise and failures.","A new coarser-grained gated architecture which learns robustly a set of fusion weights at the group level, leading to further performance improvements. This work introduces a two-stage gating architecture that exploits both the feature-level and group-level fusionweights to address the limitations of the negated architecture in terms of inconsistency and lack of diverse fusion mechanisms."
We present Evolutionary EM as a novel algorithm for unsupervised training of generative models with binary latent variables that intimately connects variational EM with evolutionary optimization The study presents a combination of evolutionary computation and variational EM for models with binary latent variables represented via a particle-based approximation The paper makes an attempt to tightly integrate expectation-maximization training algorithms with evolutionary algorithms.,"A novel variational optimization algorithm for probabilistic generative models with binary hidden variables This article introduces a method for learning probabilistic latent states of individuals using variational expectation maximization (E-step) and an approximate maximum likelihood optimization algorithm. The authors present a novel variant of neural networks that can be used to learn the latent state of individual genomes, and show that evolutional algorithms can be applied to the variational E-step."
"We closely analyze the VAE objective function and draw novel conclusions that lead to simple enhancements. Proposes a two-stage VAE method to generate high-quality samples and avoid blurriness. This paper analyzes the Gaussian VAEs. The article provides a number of theoretical results on ""vanilla"" Gaussian Variational Auto-Encoders, which are then used to build a new algorithm called ""2 stage VAEs"".","A VAE pipeline that can produce stable FID scores, an influential recent metric for evaluating generated sample quality BID16. This work introduces a new VAE parameterization framework that can be used to evaluate the latent dimension of a high-dimensional manifold. The authors present a VAE model with low-dimensional representations that is capable of reconstructing all x   using any z drawn from q|x."
"We describe an end-to-end differentiable model for QA that learns to represent spans of text in the question as denotations in knowledge graph, by learning both neural modules for composition and the syntactic structure of the sentence. This paper presents a model for visual question answering that can learn both parameters and structure predictors for a modular neural network, without supervised structures or assistance from a syntactic parser. Proposes for training a question answering model from answers only and a KB by learning latent trees that capture the syntax and learn the semantic of words","A neural network approach for question answering with a parse and a latent tree that provides the answer. This work introduces a method for query answering in which phrases are grounded in the KG, and uses a recurrent neural network to combine phrases into a span representing functions that cannot yet be grounded in KG."
"Couple the GAN based image restoration framework with another task-specific network to generate realistic image while preserving task-specific features. A novel method of Task-GAN of image coupling that couples GAN and a task-specific network, which alleviates to avoid hallucination or mode collapse. The authors propose to augment GAN-based image restoration with another task-specific branch, such as classification tasks, for further improvement.","A GAN-based image restoration framework that combines task-driven loss and discriminator network to ensure both visually plausible and more accurate image restoration. This work introduces a task-oriented loss-based approach for super-human level automatic classification/diagnosis. The article presents a new method for image restoration, which can be used for image reconstruction by using a GAN as a result of a problem-based loss function."
"Make deep reinforcement learning in large state-action spaces more efficient using structured exploration with deep hierarchical policies. A method to coordinate agent behaviour by using policies that have shared latent structure, a variational policy optimization method to optimize the coordinated policies, and a derivation of the authors' variational, hierarchical update. This study suggests an algorithmic innovation consisting of hierarchical latent variables for coordinated exploration in multi-agent settings","This paper introduces a structured probabilistic policy class that uses a hierarchy of stochastic latent variables to train the policy end-to-end. Introduces an efficient and principled algorithm using variational methods to train multi-agent policies with a large number of agents. This article presents a method for learning multiple actions from a wide range of agents in a variety of different environments, and shows how they can learn more efficiently."
"Explaining the generalization of stochastic deep learning algorithms, theoretically and empirically, via ensemble robustness This study presents an adaptation of the algorithmic robustness of Xu&Mannor'12 and presents learning bounds and an experimental showing correlation between empirical ensemble robustness and generalization error. Proposes a study of the generalization ability of deep learning algorithms using an extension of notion of stability called ensemble robustness and gives bounds on generalization error of a randomized algorithm in terms of stability parameter and provides empirical study attempting to connect theory with practice. The study studied the generalization ability of learning algorithms from the robustness viewpoint in a deep learning context","A robustness algorithm for deep learning that is correlated with its generalization performance. This work introduces a robustness approach to the generalization of deep neural networks, which uses backpropagation to learn a probability distribution on the weights of a neural network by minimizing the expected lower bound on the marginal likelihood (or the variational free energy)."
"An architecture for tabular data, which emulates branches of decision trees and uses dense residual connectivity This paper proposes deep neural forest, an algorithm which targets tabular data and integrates strong points of gradient boosting of decision trees. A novel neural network architecture mimicking how decision forests work to tackle the general problem of training deep models for tabular data and showcasing effectiveness on par with GBDT.","A novel neural network architecture that combines decision trees and dense residual connections. This work presents a novel architecture for neural models that achieves performance on the level of GBDTs. The authors present a deep neural forests architecture that is intrinsically interpretable, as if it were a conventional decision tree induction algorithm. This article introduces a new neural model architecture that integrates decision trees into a multi-modal dataset with a single decision tree."
"An adversarial defense method bridging robustness of deep neural nets with Lyapunov stability The authors formulate training NNs as finding an optimal controller for a discrete dynamical system, allowing them to use method of successive approximations to train a NN in a way to be more robust to adversarial attacks. This study uses the theoretical view of a neural network as a discretized ODE to develop a robust control theory aimed at training the network while enforcing robustness.","A dynamical neural network that is robust to all adversarial perturbations. This article introduces a dynamical system view on the adversariality of neural networks, and proposed a new approach to combat adversarially robustness in deep residual networks. The paper presents a method for assessing the robustness of a neural network by adding constraint to the optimization process, which can be used to train neural networks in a wide range of ways."
"Workers send gradient signs to the server, and the update is decided by majority vote. We show that this algorithm is convergent, communication efficient and fault tolerant, both in theory and in practice. Presents a distributed implementation of signSGD with majority vote as aggregation.","This paper introduces a new mini-batch convergence behaviour for SIGNSGD, which can be applied to large neural networks. The study presents a method for reducing the communication cost of distributed SGD by 25%, resulting in a reduction in generalisation and a higher convergence rate. The authors present a model that is more efficient than adversarial gradients, and show that the majority vote should come out correct on average."
"Few-shot learning PixelCNN The study proposes on using density estimation when the availability of training data is low by using a meta-learning model. This paper considers the problem of one/few-shot density estimation, using metalearning techniques that have been applied to one/few-shot supervised learning The paper focuses on few shot learning with autoregressive density estimation and improves PixelCNN with neural attention and meta learning techniques.","This work presents a new study of few-shot autoregressive models and their connection to meta-learning. Presents an algorithm for neural density estimation in the context of discriminative models, which can be used to train neural networks from scratch or fine-tuning from scratch. The authors present a method for learning only few shots from scratch and show that attention can improve performance in language tasks."
"we proposed a new self-driving model which is composed of perception module for see and think and driving module for behave to acquire better generalization and accident explanation ability. Presents a multitask learning architecture for depth and segmentation map estimation and the driving prediction using a perception module and a driving decision module. A method for a modified end-to-end architecture that has better generalization and explanation ability, is more robust to a different testing setting, and has decoder output that can help with debugging the model. The authors present a multi-task convolutional neural network for end-to-end driving and provide evaluations with the CARLA open source simulator showing better generalization performance in new driving conditions than baselines","This study presents a new driving direction selection method for learning the core of intergration in unsupervised learning. The paper introduces a model that can be used to train a driver's direction instead of memorizing the solution of the problem. This article proposed a novel way to learn a driving direction selector using saliency-map based visualization methods, and shows that the perception module is able to understand the input structure of the model."
We show how to optimize the expected L_0 norm of parametric models with gradient descent and introduce a new distribution that facilitates hard gating. The authors introduce a gradient-based approach to minimize an objective function with an L0 sparse penalty to help learn sparse neural networks,"A method to smooth the expected L 0 normalized objective with continuous distributions in a way that can maintain the exact zeros in the parameters while still allowing for gradient based optimization. This study presents a method for optimizing parametric models by using a model compression and sparsification technique, where the probability of a gate being different from zero is equal to zero."
We develop meta-learning methods for adversarially robust few-shot learning. This study presents a method that enhances the robustness of few-shot learning by introducing adversarial query data attack in the inner-task fine-tuning phase of a meta-learning algorithm. The authors of this work propose a novel approach for training a robust few-shot model.,"In the few-shot setting, adversarial querying outperforms other robustness techniques by a wide margin in terms of both clean accuracy and adversariality robustness. This article introduces a method to learn from pre-trained feature extractors on large datasets and fine-tuned on new tasks."
This study demonstrates how to train deep autoencoders end-to-end to achieve SoA results on time-split Netflix data set. This study presents a deep autoencoder model for rating prediction that outperforms other state-of-the-art approahces on the Netflix prize dataset. Proposes to use a deep AE to do rating prediction tasks in recommender systems. The authors present a model for more accurate Netflix recommendations demonstrating that a deep autoencoder can out-perform more complex RNN-based models that have temporal information.,This paper introduces a new model for the rating prediction task in recommender systems which significantly outperforms previous state-of-the-art models on time-split Netflix data sets. This work presents a method for training deep autoencoders by using a scaled exponential linear unit (SELUs) to bypass the natural sparseness of updates in collaborative filtering and further improves the model performance.
"We propose that training with growing sets stage-by-stage provides an optimization for neural networks. The authors compare curriculum learning to learning in a random order with stages that add a new sample of examples to the previously, randomly constructed set This article studies the influence of ordering in the Curriculum and Self paced learning, and shows that to some extent the ordering of training instances is not important.",A small training set and adding new samples in both curriculum and anti-curriculum learning improves the learning performance. This work introduces a method to add samples randomly without a meaningful order to improve the performance of Anti-Crumulum learning by adding the samples randomly to the first stage so that the number of new samples to add at each stage is equal. The authors present a technique for improving the performance with a small group of random samples
"We replace the fully connected layers of a neural network with the multi-scale entanglement renormalization ansatz, a type of quantum operation which describes long range correlations. In the study the authors suggest to use MERA tensorization technique for compressing neural networks. A new parameterization of linear maps for neural network use, using a hierarchical factorization of the linear map that reduces the number of parameters while still allowing for relatively complex interactions to be modelled. Studies compressing feed forward layers using low rank tensor decompositions and explore a tree like decomposition",A new neural network with two penultimate fully connected layers of the model that is replaced with tensor trains. This work presents a novel method to reduce the compression rate of fully connected neural networks by replacing them with one layer of rank-4 tree elements in order to evaluate how detrimental naive compression is to accuracy. The authors use MERA as a replacement for linear layers in a neural network used to classify the CIFAR-10 dataset.
"A new method for gradient-descent inference of permutations, with applications to latent matching inference and supervised learning of permutations with neural networks The article utilizes finite approximation of the Sinkhorn operator to describe how one can construct a neural network for learning from permutation valued training data. The work proposes a new method that approximates the discrete max-weight for learning latent permutations","A method to parameterize the hard choice of a permutation P through a square matrix X. This article introduces a method for solving the problem of entropy-regularization in Sinkhorn networks, which can be used as a solution to the linear assignment problem BID28. This work presents a new method for determining the length of the Permutation GSM network by using the sinkhorn iterations."
Compressing trained DNN models by minimizing their complexity while constraining their loss. This study proposes a method for deep neural network compression under accuracy constraints. This paper presents a loss value constrained k-means encoding method for network compression and develops an iterative algorithm for model optimization.,A method for minimizing the complexity of a trained model by eliminating or merging unnecessary centroids. This article presents a method for solving the constrained optimization problem by using a compression algorithm to solve the problem of optimizing the training loss function. The authors present a novel way of reducing the complexity in a training model and show that it is possible to learn a new loss function by combining the loss function with a single compression algorithm.
"Imitation from pixels, with sparse or no reward, using off-policy RL and a tiny adversarially-learned reward function. The article proposes to use a ""minimal adversary"" in generative adversarial imitation learning under high-dimensional visual spaces. This article aims at solving the problem of estimating sparse rewards in a high-dimensional input setting.","A state-of-the-art off-policy method for control that can take advantage of a replay buffer to store past experiences. This article introduces a new defense against the use of replay buffers in simulated robotic block stacking by using an adversary-based approach, which is able to stack faster than the dense staged reward baseline agent with the same amount of actor processes."
"Improvements to adversarial robustness, as well as provable robustness guarantees, are obtained by augmenting adversarial training with a tractable Lipschitz regularization Explores augmenting the training loss with an additional gradient regularization term to improve robustness of models against adversarial examples Uses a trick to simplify the adversarial loss by one in which the adversarial perturbation appears in closed form.",A method for estimating adversarial robustness in deep neural networks by using a one-step Signed Gradient attack vector or the gradient attack vector as Total Variation regularization This paper presents a method for estimation of adversarially robustness on unsupervised data. The authors present a new method to estimate adversarials' robustness and show that it is not tractable as a Lipschitz penalty during training.
"A new state-of-the-art approach for knowledge graph embedding. Presents a neural link prediction scoring function that can infer symmetry, anti-symmetry, inversion and composition patterns of relations in a knowledge base. This work proposes an approach to knowledge graph embedding by modeling relations as rotations in the complex vector space. Proposes a method for graph embedding to be used for link prediction","A new model able to model and infer all the three types of relation patterns, except the symmetry pattern. This article introduces a new model for knowledge graph embeddings that can be used to infer and model all the 3 types of relationships. The authors present a novel method for inferring relations between the two types of information graphs by using a score function called DISPLAYFORM1."
"We present Multitask Neural Model Search, a Meta-learner that can design models for multiple tasks simultaneously and transfer learning to unseen tasks. This work extends Neural Architecture Search to the multi-task learning problem where a task conditioned model search controller is learned to handle multiple tasks simultaneously. In this paper, authors summarize their work on building a framework, called Multitask Neural Model Search controller, for automated neural network construction across multiple tasks simultaneously.","This paper presents Multitask Neural Model Search (MNMS), an automated model construction framework that finds the best performing models in the search space for multiple tasks simultaneously. This work introduces a multi-task neural model search framework that has been pre-trained on previous searches, thereby speeding up the search for new tasks."
Properly training CNNs with dustbin class increase their robustness to adversarial attacks and their capacity to deal with out-distribution samples. This article proposes adding an additional label for detecting OOD samples and adversarial examples in CNN models. The study proposes an additional class that incorporates natural out-distribution images and interpolated images for adversarial and out-distribution samples in CNNs,"A simple and computationally efficient augmented CNN that can significantly reduce the risk of misclassifying both adversaries and samples from a broad range of over-generalized out-distribution sets. This article introduces a method to learn a ""dustbin"" sub-manifold for the dustbin class, where they are mapped to this set."
"Permutation-invariant loss function for point set prediction. Proposes a new loss for points registration (aligning two point sets) with preferable permutation invariant property. This paper introduces a novel distance function between point sets, applies two other permutation distances in an end-to-end object detection task, and shows that in two dimensions all local minima of the holographic loss are global minima. Proposes permutation invariant loss functions which depend on the distance of sets.","A permutation-invariant loss function for moderately sized point sets of known cardinality that is shown to have very desirable properties, both as a loss function and a regularizer for machine learning applications. This work presents a method for training points in the form of an analytic distance function for low-valued points and shows that it can be used to train points in a wide range of ways."
"Genetic algorithms based approach for optimizing deep neural network policies The authors present an algorithm for training ensembles of policy networks that regularly mixes different policies in the ensemble together. This article proposes a genetic algorithm inspired policy optimization method, which mimics the mutation and the crossover operators over policy networks.","A new state-space crossover operator that efficiently combines two parent policies into an offspring or child policy that tries to mimic its best parent in generating similar state visitation distributions. This article introduces a new network architecture for continuous control tasks, which combines both parent and child policies to achieve comparable or higher sample efficiency. The authors present a novel way of learning a policy that maximizes the expected sum of rewards starting from the initial state."
"We propose an easy to implement, yet effective method for neural network compression. PFA exploits the intrinsic correlation between filter responses within network layers to recommend a smaller network footprints. Proposes to prune convolutional networks by analyzing the observed correlation between the filters of a same layer as expressed by the eigenvalue spectrum of their covariance matrix. This study introduces an approach to compressing neural networks by looking at the correlation of filter responses in each layer via two strategies. This paper proposes a compression method based on spectral analysis","A structured pruning method for reducing the number of filters to remove in a layer. This article introduces a PFA-En algorithm that uses a spectral energy analysis algorithm to estimate the number and the size of the filters in each layer. The authors present a novel pruning technique for filter selection, which is based on a linear mapping to a lower dimensional space that maximizes the variance of the data in the dataset."
This study studies the discrimination and generalization properties of GANs when the discriminator set is a restricted function class like neural networks. Balances capacities of generator and discriminator classes in GANs by guaranteeing that induced IPMs are metrics and not pseudo metrics This paper provides a mathematical analysis of the role of the size of the adversary/discriminator set in GANs,"A new discriminator set of neural distances that is bounded Lipschitz when X and  are bound to be universally approximators in the Borel probability measures. This study studies the problem of discrimination between neural networks by assuming that the discriminator sets are infinite dimensional and large enough to guarantee that d F (, ) = 0 implies  = )."
"Building on previous work on domain generalization, we hope to produce a classifier that will generalize to previously unseen domains, even when domain identifiers are not available during training. A domain generalization approach to reveal semantic information based on a linear projection scheme from CNN and NGLCM output layers. The article proposes an unsupervised approach to identify image features that are not meaningful for image classification tasks","A new neural network building block that resembles GLCM, which has (sub)gradient everywhere, and thus are tunable through backpropagation. This work introduces a new neural networks building block for the construction of G, where all the parameters are differentiable, and therefore all the operations used in the construction have (sub-gradient)."
"Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior The authors suggest that statistical mechanics ideas will help to understand generalization properties of deep neural networks, and give an approach that provides strong qualitative descriptions of empirical results regarding deep neural networks and learning algorithms. A set of ideas related to theoretical understanding generalization properties of multilayer neural networks, and a qualitative analogy between behaviours in deep learning and results from quantitative statistical physics analysis of single and two-layer neural networks.","NNs are robust to massive amounts of noise in the data and/or can help training, while others argue that they are quite sensitive to even a modest amount of noise. This article addresses the problem of learning DNNs by explaining how convergence to flat minimizers can be used to generalize the learning process. The authors present a method for understanding NN learning using a wide range of parameters, including the specific details of the learning algorithm, and their properties."
"This work introduces Morpho-MNIST, a collection of shape metrics and perturbations, in a step towards quantitative evaluation of representation learning. This paper discusses the problem of evaluating and diagnosing the represenatations learnt using a generative model. Authors present a set of criteria to categorize MNISt digists and a set of interesting perturbations to modify MNIST dataset.","A new quantitative framework for assessing representation learning in image classification. This article introduces Morpho-MNIST, a framework that aims to answer the question of what extent has my model learned to represent specific factors of variation in the data? The authors present a method for evaluating representation learning using morphometric analysis and a morpho-mNIST code base to address the problem of understanding latent variables in images."
"We show that modular structured models are the best in terms of systematic generalization and that their end-to-end versions don't generalize as well. This article evaluates systemic generalization between modular neural networks and otherwise generic models via introduction of a new, spatial reasoning dataset A targeted empirical evaluation of generalization in models for visual reasoning, focused on the problem of recognizing (object, relation, object) triples in synthetic scenes featuring letters and numbers.",A new synthetic dataset that can answer questions about all 36  35 possible objects in SQOOP. This study introduces a new dataset to address the problem of instruction-following problems for seq2seq models by adding a modularity and structure to their design to make them structurally resemble the kind of rules they are supposed to learn.
"We propose a self-monitoring agent for the Vision-and-Language Navigation task. A method for vision+language navigation which tracks progress on the instruction using a progress monitor and a visual-textual co-grounding module, and performs well on standard benchmarks. This work describes a model for vision-and-language navigation with a panoramic visual attention and an auxillary progress monitoring loss, giving state-of-the-art results.","A new approach for action selection-textual grounding that can be used to estimate the completeness of instruction-following. This work introduces a new objective function for the agent to measure how well it can estimate the progress made towards the goal. The authors present an agent with the ability to identify which direction to go by relying on a grounded instruction, and show that even the attentional mechanism of the baseline does not successfully track this information through time."
"We show that ENAS with ES-optimization in RL is highly scalable, and use it to compactify neural network policies by weight sharing. The authors construct reinforcement learning policies with very few parameters by compressing a feed-forward neural network, forcing it to share weights, and using a reinforcement learning method to learn the mapping of shared weights. This paper combines ideas from ENAS and ES methods for optimisation, and introduces the chromatic network architecture, which partitions weights of the RL network into tied sub-groups.","A highly scalable algorithm that learns effective policies with over 92% reduction of the number of neural networks parameters. This article introduces a method for learning weight-sharing architectures that is more efficient than hardcoded ones. The authors present an approach to learning weights for RL, where weights are chosen randomly instead of being learned, but the topologies of connections are ultimately biased towards RL tasks under consideration."
"Gaggle, an interactive visual analytic system to help users interactively navigate model space for classification and ranking tasks. A new visual analytic system which aims to enable non-expert users to interactively navigate a model space by using a demonstration-based approach. A visual analytics system that helps novice analysts navigate model space in performing classification and ranking tasks.","A new optimal model for a single model to show at each iteration is to simplify the user interface by removing a model comparison and selection step. This study introduces a new model space that can be sampled using a combination of a learning algorithm and associated hyperparameters. The article presents a method for evaluating models for the ranking task, which uses a linear dimension reduction technique to improve the user experience."
"We propose to generate adversarial example based on generative adversarial networks in a semi-whitebox and black-box settings. Describes AdvGAN, a conditional GAN plus adversarial loss, and evaluates AdvGAN on semi-white box and black box setting, reporting state-of-art results. This study proposes a way of generating adversarial examples that fool classification systems and wins MadryLab's mnist challenge.",This article introduces a method to optimize adversarial perturbation for untargeted attacks by optimizing the distance between the prediction and the ground truth of the generated adversarials. The paper presents a new way of achieving adversarially perturbated adversaries by minimizing the distillation objective of the network distillation objectives.
We introduce a novel measure of flatness at local minima of the loss surface of deep neural networks which is invariant with respect to layer-wise reparameterizations and we connect flatness to feature robustness and generalization. The authors propose a notion of feature robustness which is invariant with respect to rescaling the weight and discuss the notion's relationship to generalization. This article defines a notion of feature-robustness and combines it with epsilon representativeness of a function to describe a connection between flatness of minima and generalization in deep neural networks.,A method to measure the robustness of a neural network's flatness. This article introduces a method for assessing the generalization properties of feature robustness in the context of ReLU activations. The paper considers the problem of determining the generalisation properties of the ReLU function by using a data-independent distribution over matrices A and a model that has a non-zero value on the diagonal.
"We introduce DPFRL, a framework for reinforcement learning under partial and complex observations with a fully differentiable discriminative particle filter Introduces ideas for training DLR agents with latent state variables, modeled as a belief distribution, so they can handle partially observed environments. This article introduces a principled method for POMDP RL: Discriminative Particle Filter Reinforcement Learning that allows for reasoning with partial observations over multiple time steps, achieving state-of-the-art on benchmarks.","This article introduces the Discriminative Particle Filter Reinforcement Learning (DPFRL), a method that learns to explicitly track a latent belief while circumventing the difficulty of generative observation modeling. This work introduces a new method for learning observation features that are relevant to decision making from particle beliefs, and shows that DPFRL outperforms GRU in most cases because of its explicit structure for belief tracking."
"We prove randomly initialized (stochastic) gradient descent learns a convolutional filter in polynomial time. Studies the problem of learning a single convolutional filter using SGD and shows that under certain conditions, SGD learns a single convolutional filter. This study extends the Gaussian distribution assumption to a more general angular smoothness assumption, which covers a wider family of input distributions",A neural network that can be optimized under stochastic gradient descent with random initialization. This work introduces a neural network optimization algorithm to learn the Gaussian distribution by using specialized analytic properties of the filter. The authors present a novel algorithm for optimizing neural networks and show that a smoother input distribution leads to faster convergence.
"We introduce a notion of conservatively-extrapolated value functions, which provably lead to policies that can self-correct to stay close to the demonstration states, and learn them with a novel negative sampling technique. An algorithm called value iteration with negative sampling to address the covariate shift problem in imitation learning.",An algorithm that learns a value function that extrapolates to unseen states and achieves near-optimal performance. This work introduces an approach to attack the optimistic extrapolation problem by learning a values function that is guaranteed to induce policies that stay close to the demonstration states.
"We investigate the merits of employing neural networks in the match prediction problem where one seeks to estimate the likelihood of a group of M items preferred over another, based on partial group comparison data. This study proposes a deep neural network solution to the set ranking problem and designs a architecture for this task inspired by previous manually designed algorithms. This article provides a technique to solve the match prediction problem using a deep learning architecture.","A new model for rank aggregation tasks that can be extended to achieve satisfactory performance on a variety of real-world datasets. This work introduces a new model called RTL, which can be used to predict the likelihood of a group of M items preferred over another. The authors present a novel algorithm for ranking aggregations and show that a single layer neural network can fit some variants of the BTL model and improve prediction accuracy."
"We investigate ReLU networks in the Fourier domain and demonstrate peculiar behaviour. Fourier analysis of ReLU network, finding that they are biased towards learning low frequency This study has theoretical and empirical contributions on topic of Fourier coefficients of neural networks","A method for learning neural networks that is biased towards expressing a subset of low frequency solutions. This article introduces a bias in neural networks, which manifests itself in the process of learning, but also in the parameterization of the model itself. The authors considers the problem of learning neural network models and show that the lower frequencies of trained neural networks are more robust with respect to random parameter perturbations."
"We refine the over-approximation results from incomplete verifiers using MILP solvers to prove more robustness properties than state-of-the-art. Introduces a verifier that obtains improvement on precision of incomplete verifiers and scalability of the complete verifiers using over-parameterization, mixed integer linear programming and linear programming relaxation. A mixed strategy to obtain better precision on robustness verifications of feed-forward neural networks with piecewise linear activation functions, achieving better precision than incomplete verifiers and more scalability than complete verifiers.","A novel heuristic verifier for neural network robustness. This work introduces a method to combine overapproximation with inexact MILP formulations of the network, which are then solved to achieve more precise results for neuron bounds. The authors present a novel verifier that uses a combination of incomplete methods, including LP relaxations, and affine transformations."
Using Wasserstein-GANs to generate realistic neural activity and to detect the most relevant features present in neural population patterns. A method for simulating spike trains from populations of neurons which match empirical data using a semi-convolutional GAN. The work proposes to use GANs for synthesizing realistic neural activity patterns,A method to model neural activity patterns in response to a given set of stimuli using supervised learning techniques. This study introduces a novel way to model the activity patterns generated by GANs by comparing them to those obtained with a maximum entropy model and showing that Spike-GAN is able to effectively mimic their underlying distribution.
This work describe a 3D authoring tool for providing AR in assembly lines of industry 4.0 The article addresses how AR authoring tools support training of assembly line systems and proposes an approach An AR guidance system for industrial assembly lines that allows for on-site authoring of AR content. Presents a system that allows factory workers to be trained more efficiently using augmented reality system.,"A novel authoring tool designed to allow users to create 3D representations of the assembly line, and to place anchors and markers for the AR guidance elements. This article introduces a new authoring method that can be used to generate 3D models of industrial components and workstations. The authors present a novel authorizing tool called WAAT, which allows users to use an operator training system to create a visual representation of the entire assembly line."
