target,abstractive_summary
"Discrete transformer which uses hard attention to ensure that each step only depends on a fixed context. This paper presents modifications to the standard transformer architecture with the goal of improving interpretability while retaining performance in NLP tasks. This article proposes three Discrete Transformers: a discrete and stochastic Gumbel-softmax based attention module, a two-stream syntactic and semantic transformer, and sparsity regularization.","An approach for learning a discrete attention mechanism by modifying the attention mechanism and objective function to improve model interpretability. This study introduces a novel approach to learn a neural network model using attention as a categorical latent variable and a ""syntactic"" semantic variable to get discrete decisions. The authors present a method for learning more discrete inputs in a machine translation dataset"
We propose a subset selection algorithm that is trainable with gradient based methods yet achieves near optimal performance via submodular optimization. Proposes a neural network based model that integrates submodular function by combining gradient based optimization technique with submodular framework named 'Differentiable Greedy Network' (DGN). Proposes a neural network that aims to select a subset of elements (e.g. selecting k sentences that are mostly related to a claim from a set of retrieved docs),"A deep learning technique that combines the two extremes of generative models and deep learning models. This work presents deep unfolding BID9, a method to derive novel network architectures that are interpretable as inference algorithms by turning them into layers of a network. The authors present a deep learning approach for deep learning with an emphasis on the importance of modeling dependence between sentences and submodular objective functions."
"We propose a simple and general approach that avoids a mode collapse problem in various conditional GANs. The paper proposes a regularization term for the conditional GAN objective in order to promote diverse multimodal generation and prevent mode collapse. The paper proposes a method for generating diverse outputs for various conditional GAN frameworks including image-to-image translation, image-inpainting, and video prediction, which can be applied to various conditional synthesis frameworks for various tasks.","A Generative Adversarial Network that learns both conditional generator G and discriminator D by optimizing the adversarial objective of the generator. This work introduces a multi-modal mapping method for mode-collapse, which can be used to solve the mode colapse problem in many conditional generative tasks, especially for high-dimensional inputs and outputs."
"A method that trains large capacity neural networks with significantly improved accuracy and lower dynamic computational cost A method to train a network with large capacity, only parts of which are used at inference time dependent on input, using fine-grained conditional selection and a new method of regularization, ""batch shaping.""","This work introduces a new batch-shaping loss that can be used to train neural networks with very large capacity while keeping the computational overhead small. The authors present a method for training neural networks without the need for sparsification by using a feed-forward design of two fully connected layers, with only 16 neurons in the hidden layer. This study studies the effectiveness of batch-Shaping losses in deep ResNet-BAS networks"
"We diagnose deep neural networks for 3D point cloud processing to explore the utility of different network architectures. The article investigates different neural network architectures for 3D point cloud processing and proposes metrics for adversarial robustness, rotational robustness, and neighborhood consistency.","A method for calculating the utility of different network architectures. This work presents a method for learning an intermediate layer feature that is discarded during the computation of a 3D point cloud. The authors address the problem of determining how much information is discarded during computation of an intermediate-layer feature, and show that it is possible to learn a new orientation-aware feature for each point in N(i)."
"Optimized gated deep learning architectures for sensor fusion is proposed. The authors improve upon several limitations of the baseline negated architecture by proposing a coarser-grained gated fusion architecture and a two-stage gated fusion architecture Proposes two gated deep learning architectures for sensor fusion and by having the grouped features, demonstrates improved performance, especially in the presence of random sensor noise and failures.","A new coarser-grained gated architecture which learns robustly a set of fusion weights at the (feature) group level, leading to further performance improvements. This work introduces a two-stage gating architecture that exploits both the feature-level and group-level fusionweights to address the limitations of the negated architecture in terms of inconsistency and lack of diverse fusion mechanisms."
We present Evolutionary EM as a novel algorithm for unsupervised training of generative models with binary latent variables that intimately connects variational EM with evolutionary optimization The paper presents a combination of evolutionary computation and variational EM for models with binary latent variables represented via a particle-based approximation The work makes an attempt to tightly integrate expectation-maximization training algorithms with evolutionary algorithms.,A novel probabilistic generative model with binary hidden variables that can be used for the variational optimization loop. This work introduces a novel method for learning probabilistic models with binary-hidden variables and shows that evolutional algorithms can be applied to the latent states as genomes of individuals. This study studies the applicability and scalability of probability generative models using variational expectation maximization (E-step).
"We closely analyze the VAE objective function and draw novel conclusions that lead to simple enhancements. Proposes a two-stage VAE method to generate high-quality samples and avoid blurriness. This article analyzes the Gaussian VAEs. The work provides a number of theoretical results on ""vanilla"" Gaussian Variational Auto-Encoders, which are then used to build a new algorithm called ""2 stage VAEs"".","A VAE pipeline that can produce stable FID scores, an influential recent metric for evaluating generated sample quality BID16. This work introduces a VAE model with low-dimensional representations that performs well in the context of high-dimensional space. The authors present a novel VAE parameterization framework that generates reliable FIDs, and show that it is possible to achieve the global optimum by using a Gaussian assumption."
"We describe an end-to-end differentiable model for QA that learns to represent spans of text in the question as denotations in knowledge graph, by learning both neural modules for composition and the syntactic structure of the sentence. This study presents a model for visual question answering that can learn both parameters and structure predictors for a modular neural network, without supervised structures or assistance from a syntactic parser. Proposes for training a question answering model from answers only and a KB by learning latent trees that capture the syntax and learn the semantic of words","A neural network approach for question answering with a span of text that is represented by a denotation in a knowledge graph, and a vector that captures ungrounded aspects of meaning. This work explores the problem of question answering using a tree of interpretable expressions, and uses a recurrent neural network to build a representation for a question sentence."
"Couple the GAN based image restoration framework with another task-specific network to generate realistic image while preserving task-specific features. A novel method of Task-GAN of image coupling that couples GAN and a task-specific network, which alleviates to avoid hallucination or mode collapse. The authors propose to augment GAN-based image restoration with another task-specific branch, such as classification tasks, for further improvement.","A new task-based image restoration framework for realizing and preserving information important to the downstream tasks. This work introduces a task-driven loss network to ensure both visually plausible and more accurate (medical/face) image restoration. The authors present a method for super-human level automatic classification/diagnosis using GANs, which provides a generalization of the proposed method for image restoration in vivo clinical medical imaging datasets."
"Make deep reinforcement learning in large state-action spaces more efficient using structured exploration with deep hierarchical policies. A method to coordinate agent behaviour by using policies that have shared latent structure, a variational policy optimization method to optimize the coordinated policies, and a derivation of the authors' variational, hierarchical update. This study suggests an algorithmic innovation consisting of hierarchical latent variables for coordinated exploration in multi-agent settings","A structured probabilistic policy class that uses a hierarchy of stochastic latent variables to train the policy end-to-end. This work presents a method for learning multi-agent environments that explicitly require team coordination, and feature competitive pressures that are characteristic of many coordinated decision problems. The authors present a model for multi-Agent environments with a large number of agents, and show that learned latent structures correlate with meaningful co-ordination patterns."
"Explaining the generalization of stochastic deep learning algorithms, theoretically and empirically, via ensemble robustness This article presents an adaptation of the algorithmic robustness of Xu&Mannor'12 and presents learning bounds and an experimental showing correlation between empirical ensemble robustness and generalization error. Proposes a article of the generalization ability of deep learning algorithms using an extension of notion of stability called ensemble robustness and gives bounds on generalization error of a randomized algorithm in terms of stability parameter and provides empirical study attempting to connect theory with practice. The work studied the generalization ability of learning algorithms from the robustness viewpoint in a deep learning context",A deep learning algorithm that is robust to perturbed samples. This work presents a robustness approach to the generalization of deep neural networks by minimizing the expected lower bound on the variational free energy. The authors present a deep learning model with robustness and a method to learn a probability distribution on the weights of a neural network using backpropagation to minimize the expected low bound for the variable free energy in order to improve performance.
"An architecture for tabular data, which emulates branches of decision trees and uses dense residual connectivity This article proposes deep neural forest, an algorithm which targets tabular data and integrates strong points of gradient boosting of decision trees. A novel neural network architecture mimicking how decision forests work to tackle the general problem of training deep models for tabular data and showcasing effectiveness on par with GBDT.","A novel deep neural network architecture that combines decision trees and dense residual connections. This work introduces a new deep neural forests architecture which combines the decision trees with dense residual links. The authors present a deep neural model architecture for tabular data that is intrinsically interpretable, as if it were a conventional decision tree induction algorithm. This study presents a method for building neural models that achieve performance on the level of GBDTs."
"An adversarial defense method bridging robustness of deep neural nets with Lyapunov stability The authors formulate training NNs as finding an optimal controller for a discrete dynamical system, allowing them to use method of successive approximations to train a NN in a way to be more robust to adversarial attacks. This article uses the theoretical view of a neural network as a discretized ODE to develop a robust control theory aimed at training the network while enforcing robustness.","A dynamical system view on the adversarial robustness of the models, and a new method that significantly defenses adversarially attacks. This work introduces a dynamical network view for deep neural networks that is robust to all (adversarial) perturbations. The authors present an optimization problem for Hamiltonian maximization, which can be solved efficiently by adding constraints in gradient descent based algorithms."
"Workers send gradient signs to the server, and the update is decided by majority vote. We show that this algorithm is convergent, communication efficient and fault tolerant, both in theory and in practice. Presents a distributed implementation of signSGD with majority vote as aggregation.","A mini-batch convergence algorithm for distributed SGD with hundreds of millions of parameters. This work introduces a new algorithm that can be used to improve the performance of large neural networks. The study presents a method for reducing the computational cost of distributed SIGNSGD by 25%, resulting in a small loss in generalisation and a reduction in the number of simultaneous parallels between the two algorithms."
"Few-shot learning PixelCNN The study proposes on using density estimation when the availability of training data is low by using a meta-learning model. This study considers the problem of one/few-shot density estimation, using metalearning techniques that have been applied to one/few-shot supervised learning The work focuses on few shot learning with autoregressive density estimation and improves PixelCNN with neural attention and meta learning techniques.","This work introduces a meta-learning framework for few-shot autoregressive models, which can be used to train neural networks from scratch or fine-tuning from scratch. The authors present a new set of self-regressive model models that can be trained with attention on a wide range of target distributions, and show how attention can improve performance in language tasks."
"we proposed a new self-driving model which is composed of perception module for see and think and driving module for behave to acquire better generalization and accident explanation ability. Presents a multitask learning architecture for depth and segmentation map estimation and the driving prediction using a perception module and a driving decision module. A method for a modified end-to-end architecture that has better generalization and explanation ability, is more robust to a different testing setting, and has decoder output that can help with debugging the model. The authors present a multi-task convolutional neural network for end-to-end driving and provide evaluations with the CARLA open source simulator showing better generalization performance in new driving conditions than baselines","This study presents a method for learning the core of intergration to solve driving direction selection problem in unseen test town. The article introduces a new model that can be used to learn and segment the driver's input using a saliency-map based visualization method. The authors present a novel way to improve the performance of driving models by improving the perception module weights, and show that it has a different structure than training town's."
We show how to optimize the expected L_0 norm of parametric models with gradient descent and introduce a new distribution that facilitates hard gating. The authors introduce a gradient-based approach to minimize an objective function with an L0 sparse penalty to help learn sparse neural networks,A method to smooth the expected L 0 normalized objective with continuous distributions in a way that can maintain the exact zero in the parameters while still allowing for efficient gradient based optimization. This work introduces a compression and sparsification method for optimizing parametric models by using a model compression and a generalization method.
We develop meta-learning methods for adversarially robust few-shot learning. This paper presents a method that enhances the robustness of few-shot learning by introducing adversarial query data attack in the inner-task fine-tuning phase of a meta-learning algorithm. The authors of this paper propose a novel approach for training a robust few-shot model.,"In the few-shot setting, adversarial querying outperforms other robustness techniques by a wide margin in terms of clean accuracy and adversariality robustness. This study introduces a novel method for retrieving data from a neural network using a pre-trained feature extractor that is trained on a large corpus of data sets and fine-tuning on new tasks."
This article demonstrates how to train deep autoencoders end-to-end to achieve SoA results on time-split Netflix data set. This article presents a deep autoencoder model for rating prediction that outperforms other state-of-the-art approahces on the Netflix prize dataset. Proposes to use a deep AE to do rating prediction tasks in recommender systems. The authors present a model for more accurate Netflix recommendations demonstrating that a deep autoencoder can out-perform more complex RNN-based models that have temporal information.,A new model for the rating prediction task in recommender systems which significantly outperforms previous state-of-the-art models on time-split Netflix data set. This work introduces a new model to train deep autoencoders that is more sparse than shallow ones. The authors present a method for training autoencoding deep models with non-linear activation functions and a novel output re-feeding training algorithm.
"We propose that training with growing sets stage-by-stage provides an optimization for neural networks. The authors compare curriculum learning to learning in a random order with stages that add a new sample of examples to the previously, randomly constructed set This work studies the influence of ordering in the Curriculum and Self paced learning, and shows that to some extent the ordering of training instances is not important.",A small training set and adding new samples to both curriculum and anti-curriculum learning makes these methods better. The authors show that adding samples randomly without a meaningful order improves the learning performance. This study investigates the problem of finding out how to add samples to the training set by adding them randomly in the first stage of the training process. The study presents a method for improving the performance of training with a group of random samples
"We replace the fully connected layers of a neural network with the multi-scale entanglement renormalization ansatz, a type of quantum operation which describes long range correlations. In the work the authors suggest to use MERA tensorization technique for compressing neural networks. A new parameterization of linear maps for neural network use, using a hierarchical factorization of the linear map that reduces the number of parameters while still allowing for relatively complex interactions to be modelled. Studies compressing feed forward layers using low rank tensor decompositions and explore a tree like decomposition","A neural network with two penultimate fully connected layers of the model replaced with MERA layers. This work presents a novel compression method for neural networks that uses a tree-like connectivity to capture correlations between inputs in a region determined by its height in the tree. The authors present a new layer of a neural network using tensor trains and a set of rank-4 tree elements, followed by a single tree element."
"A new method for gradient-descent inference of permutations, with applications to latent matching inference and supervised learning of permutations with neural networks The article utilizes finite approximation of the Sinkhorn operator to describe how one can construct a neural network for learning from permutation valued training data. The work proposes a new method that approximates the discrete max-weight for learning latent permutations","A method to parameterize the hard choice of a permutation P through a square matrix X. This work introduces a method for learning a mapping from scrambled objectsX to actual, non-scrambled X by using the Sinkhorn iterations in order to solve the matching problem. The authors present a technique for determining the length of the Permutation Equations"
Compressing trained DNN models by minimizing their complexity while constraining their loss. This study proposes a method for deep neural network compression under accuracy constraints. This article presents a loss value constrained k-means encoding method for network compression and develops an iterative algorithm for model optimization.,A method for minimizing the complexity of a trained model by eliminating or merging unnecessary centroids. This work presents a method to solve the constrained optimization problem by eliminating the centroids and reducing the number of computations. The authors present a novel loss function algorithm that eliminates centroids in the training process and then calculates M based on the optimal value of the loss function.
"Imitation from pixels, with sparse or no reward, using off-policy RL and a tiny adversarially-learned reward function. The paper proposes to use a ""minimal adversary"" in generative adversarial imitation learning under high-dimensional visual spaces. This article aims at solving the problem of estimating sparse rewards in a high-dimensional input setting.",A deep-distributed Deterministic Policy Gradients (D4PG) agent that does off-policy training with experience replay with buffer B. This work introduces a deep-deterministic policy-gradient approach to block stacking in simulated robot robots using only demonstrations and a sparse binary reward indicating whether or not the stack has completed.
"Improvements to adversarial robustness, as well as provable robustness guarantees, are obtained by augmenting adversarial training with a tractable Lipschitz regularization Explores augmenting the training loss with an additional gradient regularization term to improve robustness of models against adversarial examples Uses a trick to simplify the adversarial loss by one in which the adversarial perturbation appears in closed form.",A method for estimating adversarial robustness in deep neural networks that is not tractable as a Lipschitz penalty. This work presents a method to estimate adversarially robustness on unseen data drawn from the same distribution using either the one-step Signed Gradient attack vector or the gradient attack vector as Total Variation regularization.
"A new state-of-the-art approach for knowledge graph embedding. Presents a neural link prediction scoring function that can infer symmetry, anti-symmetry, inversion and composition patterns of relations in a knowledge base. This work proposes an approach to knowledge graph embedding by modeling relations as rotations in the complex vector space. Proposes a method for graph embedding to be used for link prediction","A new knowledge graph embedding model that can model and infer all the three types of relation patterns. This work introduces a new method for inferring relation patterns, which is able to infer the patterns of (or between) the relations. The authors present an approach to inducing relation patterns by defining the distance function of each relation as a rotation in the complex vector spaces."
"We present Multitask Neural Model Search, a Meta-learner that can design models for multiple tasks simultaneously and transfer learning to unseen tasks. This paper extends Neural Architecture Search to the multi-task learning problem where a task conditioned model search controller is learned to handle multiple tasks simultaneously. In this paper, authors summarize their work on building a framework, called Multitask Neural Model Search controller, for automated neural network construction across multiple tasks simultaneously.","This work presents Multitask Neural Model Search (MNMS), an automated model construction framework that finds the best performing models in the search space for multiple tasks simultaneously. The authors present a multi-task neural model search framework that has been pre-trained on previous searches, thus speeding up the search for new tasks."
Properly training CNNs with dustbin class increase their robustness to adversarial attacks and their capacity to deal with out-distribution samples. This paper proposes adding an additional label for detecting OOD samples and adversarial examples in CNN models. The work proposes an additional class that incorporates natural out-distribution images and interpolated images for adversarial and out-distribution samples in CNNs,"A simple and computationally efficient solution for reducing the risk of misclassifying both adversaries and samples from a broad range of over-generalized out-distribution sets. This study introduces a method to learn a ""dustbin"" sub-manifold that can be used to train adversarial examples instead of unsupervised dustbins."
"Permutation-invariant loss function for point set prediction. Proposes a new loss for points registration (aligning two point sets) with preferable permutation invariant property. This work introduces a novel distance function between point sets, applies two other permutation distances in an end-to-end object detection task, and shows that in two dimensions all local minima of the holographic loss are global minima. Proposes permutation invariant loss functions which depend on the distance of sets.","An analytic distance function for moderately sized point sets of known cardinality that is shown to have very desirable properties, both as a loss function and a regularizer for machine learning applications. This study introduces a permutation-invariant loss function for low-value points in the context of machine learning and shows that it has favorable properties."
"Genetic algorithms based approach for optimizing deep neural network policies The authors present an algorithm for training ensembles of policy networks that regularly mixes different policies in the ensemble together. This article proposes a genetic algorithm inspired policy optimization method, which mimics the mutation and the crossover operators over policy networks.","A new state-space crossover operator that efficiently combines two parent policies into an offspring or child policy that takes advantage of both parents. This work introduces a new policy gradient operator for continuous control tasks, where the policy is evaluated by a deep neural network with a probability distribution over the parameter space and evaluates the objective function on the candidates with the high fitness."
"We propose an easy to implement, yet effective method for neural network compression. PFA exploits the intrinsic correlation between filter responses within network layers to recommend a smaller network footprints. Proposes to prune convolutional networks by analyzing the observed correlation between the filters of a same layer as expressed by the eigenvalue spectrum of their covariance matrix. This work introduces an approach to compressing neural networks by looking at the correlation of filter responses in each layer via two strategies. This work proposes a compression method based on spectral analysis","A closed-form algorithm based on spectral energy analysis for suggesting the number of filters to remove in a layer. This work introduces a new set of filters that can be pruned to a lower dimensional space by using a random initialization to obtain the highest test accuracy. The authors present a method for filter selection, which is more accurate than Scratch and CIFAR-100."
This article studies the discrimination and generalization properties of GANs when the discriminator set is a restricted function class like neural networks. Balances capacities of generator and discriminator classes in GANs by guaranteeing that induced IPMs are metrics and not pseudo metrics This article provides a mathematical analysis of the role of the size of the adversary/discriminator set in GANs,"A bounded Lipschitz distance for non-decreasing homogenous activation functions, and a stronger neural distance. This paper considers the problem of discriminating against non-parametric and infinite dimensional representations of the discriminator sets. The authors show that discriminating between the two sets of discriminators is based on the fact that the discrepancies between the three sets are invariantly equal to those of the other sets."
"Building on previous work on domain generalization, we hope to produce a classifier that will generalize to previously unseen domains, even when domain identifiers are not available during training. A domain generalization approach to reveal semantic information based on a linear projection scheme from CNN and NGLCM output layers. The paper proposes an unsupervised approach to identify image features that are not meaningful for image classification tasks","A new neural network building block that resembles GLCM but has (sub)gradient everywhere and thus are tunable with backpropagation. This work introduces a new neural networks building block for the construction of a neural network, where all the parameters are differentiable, and thus can be projected with a projection matrix constructed by a residual maker matrix."
"Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior The authors suggest that statistical mechanics ideas will help to understand generalization properties of deep neural networks, and give an approach that provides strong qualitative descriptions of empirical results regarding deep neural networks and learning algorithms. A set of ideas related to theoretical understanding generalization properties of multilayer neural networks, and a qualitative analogy between behaviours in deep learning and results from quantitative statistical physics analysis of single and two-layer neural networks.","An approach to generalization of NN/DNN learning by focusing heavily on the specific details of the model, the detailed properties of the data and their noise, and so on. This article considers the problem of convergence to flat minimizers in statistical learning, shows that convergence to sharp minima can be used to improve prediction quality by 1%)."
"This paper introduces Morpho-MNIST, a collection of shape metrics and perturbations, in a step towards quantitative evaluation of representation learning. This work discusses the problem of evaluating and diagnosing the represenatations learnt using a generative model. Authors present a set of criteria to categorize MNISt digists and a set of interesting perturbations to modify MNIST dataset.","A new quantitative framework for assessing representation learning that has well understood and easily measurable factors of variation in the data. This work introduces a new framework to evaluate representation learning by adding a morphometric analysis, enabling quantitative comparison of trained models, and identification of roles of latent variables, and characterisation of sample diversity."
"We show that modular structured models are the best in terms of systematic generalization and that their end-to-end versions don't generalize as well. This study evaluates systemic generalization between modular neural networks and otherwise generic models via introduction of a new, spatial reasoning dataset A targeted empirical evaluation of generalization in models for visual reasoning, focused on the problem of recognizing (object, relation, object) triples in synthetic scenes featuring letters and numbers.","A synthetic dataset for learning a generalization task that learns rules on how to compose words and fail spectacularly when asked to interpret ""jump"", ""run twice"" and ""walk twice"". This work introduces a new dataset called Spatial Queries On Object Pairs (SQOOP), in which a model has to perform spatial relational reasoning about pairs of randomly scattered letters and digits in the image."
"We propose a self-monitoring agent for the Vision-and-Language Navigation task. A method for vision+language navigation which tracks progress on the instruction using a progress monitor and a visual-textual co-grounding module, and performs well on standard benchmarks. This work describes a model for vision-and-language navigation with a panoramic visual attention and an auxillary progress monitoring loss, giving state-of-the-art results.","A new objective function for the agent to measure how well it can estimate the completeness of instruction-following. This work introduces a new approach for action selection-textual grounding, which is used to measure the progress made towards the goal. The authors present a method for determining which direction to go by relying on a grounded instruction, and show that the attentional mechanism of the baseline does not successfully track this information through time."
"We show that ENAS with ES-optimization in RL is highly scalable, and use it to compactify neural network policies by weight sharing. The authors construct reinforcement learning policies with very few parameters by compressing a feed-forward neural network, forcing it to share weights, and using a reinforcement learning method to learn the mapping of shared weights. This study combines ideas from ENAS and ES methods for optimisation, and introduces the chromatic network architecture, which partitions weights of the RL network into tied sub-groups.","A highly scalable algorithm that learns effective policies with over 92% reduction of the number of neural networks parameters. This work introduces a method for learning weight-sharing architectures that are more complex than hardcoded ones. The authors study the problem of learning weight sharing architectures in RL by using ES to improve the efficiency of the controller, and proposed a way to learn weight sharing mechanisms which can be used to measure the accuracy of the input data."
"Gaggle, an interactive visual analytic system to help users interactively navigate model space for classification and ranking tasks. A new visual analytic system which aims to enable non-expert users to interactively navigate a model space by using a demonstration-based approach. A visual analytics system that helps novice analysts navigate model space in performing classification and ranking tasks.",A new optimal model for a single iteration. This study introduces a new model space that can be sampled using a combination of a learning algorithm and hyperparameters. The authors present a model space for the task of classifying data objects in a linear way by removing a comparison and selection step to ensure they do not change labels in future iterations.
"We propose to generate adversarial example based on generative adversarial networks in a semi-whitebox and black-box settings. Describes AdvGAN, a conditional GAN plus adversarial loss, and evaluates AdvGAN on semi-white box and black box setting, reporting state-of-art results. This paper proposes a way of generating adversarial examples that fool classification systems and wins MadryLab's mnist challenge.",A deep neural network that generates adversarial examples against an untargeted image. This work combines re-ranking loss and a L 2 norm loss to constrain the generated instance to be close to the original one in terms of L 2. The authors present a method for maximizing the distance between the prediction and the ground truth of the generated adversarials.
We introduce a novel measure of flatness at local minima of the loss surface of deep neural networks which is invariant with respect to layer-wise reparameterizations and we connect flatness to feature robustness and generalization. The authors propose a notion of feature robustness which is invariant with respect to rescaling the weight and discuss the notion's relationship to generalization. This paper defines a notion of feature-robustness and combines it with epsilon representativeness of a function to describe a connection between flatness of minima and generalization in deep neural networks.,"This article considers the generalization properties of feature robustness in a neural network. The authors introduce a new method to measure the flatness of a function f =  •  (e.g., an unnormalized neural network) towards local changes in the feature space. This study presents a method for evaluating the generalisation properties of features robustness from a set of distributions to a particular distribution."
"We introduce DPFRL, a framework for reinforcement learning under partial and complex observations with a fully differentiable discriminative particle filter Introduces ideas for training DLR agents with latent state variables, modeled as a belief distribution, so they can handle partially observed environments. This work introduces a principled method for POMDP RL: Discriminative Particle Filter Reinforcement Learning that allows for reasoning with partial observations over multiple time steps, achieving state-of-the-art on benchmarks.","This work introduces a new method for learning to explicitly track a latent belief, while circumventing the difficulty of generative observation modeling. The authors present a method for re-learning observation features that are irrelevant for belief tracking and decision making by using a discriminative Particle Filter Reinforcement Learning framework. This study presents a novel method for understanding beliefs in RL with partial observations, which is more flexible than a generative model."
"We prove randomly initialized (stochastic) gradient descent learns a convolutional filter in polynomial time. Studies the problem of learning a single convolutional filter using SGD and shows that under certain conditions, SGD learns a single convolutional filter. This work extends the Gaussian distribution assumption to a more general angular smoothness assumption, which covers a wider family of input distributions","A neural network optimization algorithm that can recover the filter in polynomial time. This work introduces a new method for optimizing neural networks with stochastic gradient descent to improve the performance of the filter. The authors study the problem of learning Filter Filters, and show that a smoother input distribution leads to faster convergence and a more efficient filter."
"We introduce a notion of conservatively-extrapolated value functions, which provably lead to policies that can self-correct to stay close to the demonstration states, and learn them with a novel negative sampling technique. An algorithm called value iteration with negative sampling to address the covariate shift problem in imitation learning.",An algorithm that learns a value function that extrapolates to unseen states and achieves near-optimal performance. This work presents a method for attacking the optimistic extrapolation problem by learning a values function that is guaranteed to induce policies that stay close to the demonstration states.
"We investigate the merits of employing neural networks in the match prediction problem where one seeks to estimate the likelihood of a group of M items preferred over another, based on partial group comparison data. This article proposes a deep neural network solution to the set ranking problem and designs a architecture for this task inspired by previous manually designed algorithms. This work provides a technique to solve the match prediction problem using a deep learning architecture.","Using a single layer neural network to improve prediction accuracy on real-world online game datasets. This work introduces a BTL model that can be applied to rank aggregation tasks, and shows that it is adaptable for other tasks. The authors present a new model for match prediction in the context of a group of M items chosen by a collection of n items selected from a given dataset."
"We investigate ReLU networks in the Fourier domain and demonstrate peculiar behaviour. Fourier analysis of ReLU network, finding that they are biased towards learning low frequency This study has theoretical and empirical contributions on topic of Fourier coefficients of neural networks","A neural network that is biased towards expressing a subset of such solutions, namely those that are low frequency. This study presents a neural network bias that manifests itself in the process of learning, but also in the parameterization of the model itself. The authors show that the lower frequencies of trained neural networks are more robust with respect to random parameter perturbations."
"We refine the over-approximation results from incomplete verifiers using MILP solvers to prove more robustness properties than state-of-the-art. Introduces a verifier that obtains improvement on precision of incomplete verifiers and scalability of the complete verifiers using over-parameterization, mixed integer linear programming and linear programming relaxation. A mixed strategy to obtain better precision on robustness verifications of feed-forward neural networks with piecewise linear activation functions, achieving better precision than incomplete verifiers and more scalability than complete verifiers.","A novel verifier for deep neural network robustness, combining overapproximation with an inexact MILP formulation. This work introduces a method for solving deep neural networks without adversarial examples by using a combination of state-of-the-art techniques and a novel heuristic that points to neural networks whose approximated bounds should be refined."
Using Wasserstein-GANs to generate realistic neural activity and to detect the most relevant features present in neural population patterns. A method for simulating spike trains from populations of neurons which match empirical data using a semi-convolutional GAN. The paper proposes to use GANs for synthesizing realistic neural activity patterns,"A new neural network that can be used to model a set of stimuli using supervised learning techniques. This study investigates the application of deep learning methods to real datasets and shows that Spike-GAN is not only memorizing but also mimicking their underlying distribution. The authors present a novel method for modeling neural activity in response to a given set of stimulations, and show that it is able to emulate the current distribution of the generated samples."
This study describe a 3D authoring tool for providing AR in assembly lines of industry 4.0 The study addresses how AR authoring tools support training of assembly line systems and proposes an approach An AR guidance system for industrial assembly lines that allows for on-site authoring of AR content. Presents a system that allows factory workers to be trained more efficiently using augmented reality system.,"A new authoring tool designed to allow users to create a 3D representation of the assembly line, and to place anchors and markers for the AR guidance elements. This article introduces a new Authoring Tool that can be used to create 3D models of industrial components and workstations. The article presents a method for creating 3D modeling objects using an operator training system, which allows users to use their own information on the instructions of the machine learning process."
Learning Priors for Adversarial Autoencoders Proposes a simple extension of adversarial auto-encoders for conditional image generation. Focuses on adversarial autoencoders and introduces a code generator network to transform a simple prior into one that together with the generator can better fit the data distribution,"A deep generative model that can be learned from the code generator to minimize adversarial loss in data space. This work introduces a neural network for generating images with a latent distribution that is capable of learning from the decoder. The authors present a variational learning method to maximize the mutual information I(s) between the variable and the generated image, and show that it is possible to learn a prior over the latent variables during training."
