target,abstractive_summary
"a joint model and gradient sparsification method for federated learning Applies variational dropout to reduce the communication cost of distributed training of neural networks, and does experiments on mnist, cifar10 and svhn datasets. The authors propose an algorithm that reduces communication costs in federated learning by sending sparse gradients from device to server and back. Combines distributed optimization algorithm with variational dropout to sparsify the gradients sent to master server from local learners.",A federated learning framework for Bayesian neural networks that achieves convergence and communication cost while reducing the amount of gradients exchanged during the iterative training process. This work introduces a method to jointly and iteratively sparsify the parameters of the shared model to be learned as well as the gradients exchanging between the server and the participating devices during the distributed SGD training process This article presents a method for jointly learning a deep neural network using variational dropout
"Discrete transformer which uses hard attention to ensure that each step only depends on a fixed context. This paper presents modifications to the standard transformer architecture with the goal of improving interpretability while retaining performance in NLP tasks. This study proposes three Discrete Transformers: a discrete and stochastic Gumbel-softmax based attention module, a two-stream syntactic and semantic transformer, and sparsity regularization.","A novel transformer architecture for machine translation with sparse attention. This work introduces a new model architecture that uses sparse attention in the context of prediction. The authors introduce a new transformer architecture that combines sparse attention with a multi-headed attention mechanism. The study presents a novel model architecture for translating sentences from soft to soft attention, where the attention layer is composed of multiple layers and each layer receives a different input."
We propose a subset selection algorithm that is trainable with gradient based methods yet achieves near optimal performance via submodular optimization. Proposes a neural network based model that integrates submodular function by combining gradient based optimization technique with submodular framework named 'Differentiable Greedy Network' (DGN). Proposes a neural network that aims to select a subset of elements (e.g. selecting k sentences that are mostly related to a claim from a set of retrieved docs),"Deep unfolding BID9 is a method to derive novel neural networks that are interpretable as inference algorithms by turning iterations of the inference algorithms into layers of a network. This work introduces a new deep learning algorithm called Deep Gaining Networks (DGN), which combines the advantages of deep learning and generative models with the benefits of inference."
"We propose a simple and general approach that avoids a mode collapse problem in various conditional GANs. The work proposes a regularization term for the conditional GAN objective in order to promote diverse multimodal generation and prevent mode collapse. The article proposes a method for generating diverse outputs for various conditional GAN frameworks including image-to-image translation, image-inpainting, and video prediction, which can be applied to various conditional synthesis frameworks for various tasks.","A conditional Generative Adversarial Network that learns a multi-modal mapping from input to output, and the generated distribution is getting closer to the actual distribution. This paper presents a novel conditional GAN which learns a map from latent code to output in order to resolve the mode-collapse problem in conditional generative tasks."
"A method that trains large capacity neural networks with significantly improved accuracy and lower dynamic computational cost A method to train a network with large capacity, only parts of which are used at inference time dependent on input, using fine-grained conditional selection and a new method of regularization, ""batch shaping.""","A batch-shaping loss for convolutional neural networks that is conditionally activated at the start of training and improves performance significantly. This work introduces a new gating method to train deep neural networks with high sparsity, and shows that it can be used to train a deep neural network with very large sparsity. The study presents a new Gating method for training deep neural nets with high levels of sparsification."
"We diagnose deep neural networks for 3D point cloud processing to explore the utility of different network architectures. The paper investigates different neural network architectures for 3D point cloud processing and proposes metrics for adversarial robustness, rotational robustness, and neighborhood consistency.","A new deep neural network architecture for 3D point cloud processing. This study presents a deep neural net architecture that learns to represent 3D objects in 3D. The authors present a new neural network based on PointConv, which is designed to be used as a reinforcement learning framework for point cloud computing. This work presents a novel approach to the problem of learning 3D object representations by using a single layer of neural networks"
"Optimized gated deep learning architectures for sensor fusion is proposed. The authors improve upon several limitations of the baseline negated architecture by proposing a coarser-grained gated fusion architecture and a two-stage gated fusion architecture Proposes two gated deep learning architectures for sensor fusion and by having the grouped features, demonstrates improved performance, especially in the presence of random sensor noise and failures.","A new netgated architecture which learns robustly a set of fusion weights at the (feature) group level. This work introduces a new gating architecture for neural network architectures, FG-GFA, which combines feature-level and group-level fusion weights. This study presents a new net-gated framework for neural networks that is more robust to noisy or corrupted features than the baseline netgate architecture."
We present Evolutionary EM as a novel algorithm for unsupervised training of generative models with binary latent variables that intimately connects variational EM with evolutionary optimization The article presents a combination of evolutionary computation and variational EM for models with binary latent variables represented via a particle-based approximation The study makes an attempt to tightly integrate expectation-maximization training algorithms with evolutionary algorithms.,Probabilistic generative models with binary hidden variables can be used for variational optimization in the variational loop of EM. This study presents a probabilistic model that is optimized according to a variational expectation maximization objective. The authors present a probababilistic approach to variational parameter optimization of probabilized generative model with binary latent variables.
"We closely analyze the VAE objective function and draw novel conclusions that lead to simple enhancements. Proposes a two-stage VAE method to generate high-quality samples and avoid blurriness. This work analyzes the Gaussian VAEs. The study provides a number of theoretical results on ""vanilla"" Gaussian Variational Auto-Encoders, which are then used to build a new algorithm called ""2 stage VAEs"".","A Gaussian-based VAE pipeline that achieves the global optimum and yet does not assign the ground-truth probability measure. The authors present a Gaussian architecture for the first-stage VAE, which is based on the assumption that the latent dimension is equal to the ambient dimension. This paper presents a Gauss-based approach to the problem of finding the ground truth probability measure for continuous data, and shows that Gaussian methods can be used to achieve the objective."
"We describe an end-to-end differentiable model for QA that learns to represent spans of text in the question as denotations in knowledge graph, by learning both neural modules for composition and the syntactic structure of the sentence. This article presents a model for visual question answering that can learn both parameters and structure predictors for a modular neural network, without supervised structures or assistance from a syntactic parser. Proposes for training a question answering model from answers only and a KB by learning latent trees that capture the syntax and learn the semantic of words","A neural network framework for answering compositional questions using a Knowledge Graph (KG). This work presents a model for answering question answering that combines phrases with a knowledge graph, resulting in a deep latent tree that answers the question. The study presents a neural network architecture for answer-to-question answering that is grounded in the Knowledge Graph, and shows that it can be used to solve compositional question answering tasks."
"Couple the GAN based image restoration framework with another task-specific network to generate realistic image while preserving task-specific features. A novel method of Task-GAN of image coupling that couples GAN and a task-specific network, which alleviates to avoid hallucination or mode collapse. The authors propose to augment GAN-based image restoration with another task-specific branch, such as classification tasks, for further improvement.","Task Generative Adversarial Network (GAN) for image restoration. This work introduces a task-driven GAN framework to improve the accuracy of image restoration on medical imaging and natural image applications. The study presents a new approach to image restoration based on task-based GANs that includes a task network, a generator and a discriminator network."
"Make deep reinforcement learning in large state-action spaces more efficient using structured exploration with deep hierarchical policies. A method to coordinate agent behaviour by using policies that have shared latent structure, a variational policy optimization method to optimize the coordinated policies, and a derivation of the authors' variational, hierarchical update. This article suggests an algorithmic innovation consisting of hierarchical latent variables for coordinated exploration in multi-agent settings","A structured probabilistic policy class that uses a hierarchy of stochastic latent variables to train agents in multi-agent environments. This work introduces a new deep learning framework for the multi agent reinforcement learning problem with a centralized controller. The authors introduce a hierarchical model of a multi agent policy class, and show that it improves sample complexity on cooperative games with large number of agents."
"Explaining the generalization of stochastic deep learning algorithms, theoretically and empirically, via ensemble robustness This article presents an adaptation of the algorithmic robustness of Xu&Mannor'12 and presents learning bounds and an experimental showing correlation between empirical ensemble robustness and generalization error. Proposes a article of the generalization ability of deep learning algorithms using an extension of notion of stability called ensemble robustness and gives bounds on generalization error of a randomized algorithm in terms of stability parameter and provides empirical study attempting to connect theory with practice. The work studied the generalization ability of learning algorithms from the robustness viewpoint in a deep learning context","An ensemble robustness approach for deep neural networks based on their generalization performance. This study studies the generalization ability of deep neural nets based on the ensemble randomness of the training examples. The study presents a method for predicting the robustness of a deep neural network based on its ensemble Randomness, which is correlated with its generalization."
"An architecture for tabular data, which emulates branches of decision trees and uses dense residual connectivity This article proposes deep neural forest, an algorithm which targets tabular data and integrates strong points of gradient boosting of decision trees. A novel neural network architecture mimicking how decision forests work to tackle the general problem of training deep models for tabular data and showcasing effectiveness on par with GBDT.","A deep neural tree architecture that combines elements from decision trees as well as dense residual connections in a hybrid deep architecture. This work presents a novel architecture for tabular and multi-modal data, which combines elements of decision trees and sparse residual connections. The study presents a new deep neural architecture, called Deep Neural Trees (DNF), that combines the elements from a decision tree and a sparse residual connection."
"An adversarial defense method bridging robustness of deep neural nets with Lyapunov stability The authors formulate training NNs as finding an optimal controller for a discrete dynamical system, allowing them to use method of successive approximations to train a NN in a way to be more robust to adversarial attacks. This article uses the theoretical view of a neural network as a discretized ODE to develop a robust control theory aimed at training the network while enforcing robustness.","Decoupled training of deep neural networks with Lyapunov stability of dynamical systems This paper presents a new method for training neural networks to improve the adversarial robustness of the models. This work introduces a new approach to training deep neural nets, which is based on a dynamical system view of neural networks."
"Workers send gradient signs to the server, and the update is decided by majority vote. We show that this algorithm is convergent, communication efficient and fault tolerant, both in theory and in practice. Presents a distributed implementation of signSGD with majority vote as aggregation.","SIGNSGD is a mini-batch algorithm for distributed SGD. This work presents a mini batch algorithm for distributing SGD in a low SNR regime, and shows that it can be used to train SGD at a reasonable speed. The authors show that the algorithm can be trained at a high SNR setting, and show that it performs better than other deep learning algorithms."
"Few-shot learning PixelCNN The paper proposes on using density estimation when the availability of training data is low by using a meta-learning model. This study considers the problem of one/few-shot density estimation, using metalearning techniques that have been applied to one/few-shot supervised learning The work focuses on few shot learning with autoregressive density estimation and improves PixelCNN with neural attention and meta learning techniques.","A meta-learning method for few-shot autoregressive models that combines attention and meta learning. This article presents a meta learning method for neural density estimation, which combines attention with meta learning to achieve state-of-the-art results in terms of likelihood on Omniglot. This work studies the connection between attention and semi-attention in deep neural networks, and shows that it can be used to improve performance in the few shot setting."
"we proposed a new self-driving model which is composed of perception module for see and think and driving module for behave to acquire better generalization and accident explanation ability. Presents a multitask learning architecture for depth and segmentation map estimation and the driving prediction using a perception module and a driving decision module. A method for a modified end-to-end architecture that has better generalization and explanation ability, is more robust to a different testing setting, and has decoder output that can help with debugging the model. The authors present a multi-task convolutional neural network for end-to-end driving and provide evaluations with the CARLA open source simulator showing better generalization performance in new driving conditions than baselines",A new deep learning driving module based on image input that can be used to train more robust models. The study presents a new deep-learning driving module which is based on a combination of image input and the driving module weights. This study studies the generalization ability of deep learning autonomous driving models by using image input instead of driving module.
We show how to optimize the expected L_0 norm of parametric models with gradient descent and introduce a new distribution that facilitates hard gating. The authors introduce a gradient-based approach to minimize an objective function with an L0 sparse penalty to help learn sparse neural networks,"A method to smooth the expected L 0 regularized objective with continuous distributions in a way that can maintain the exact zeros in the parameters while still allowing for efficient gradient based optimization of parametric models. This article introduces a new algorithm for training parametric neural networks with continuous random variables, and shows that it can be used to speed up gradient based learning."
We develop meta-learning methods for adversarially robust few-shot learning. This paper presents a method that enhances the robustness of few-shot learning by introducing adversarial query data attack in the inner-task fine-tuning phase of a meta-learning algorithm. The authors of this article propose a novel approach for training a robust few-shot model.,"A new meta-learning routine for adversarial querying that outperforms other robustness techniques by a wide margin in terms of both clean accuracy and adversarial robustness. This article introduces a new meta learning method for adversarially querying, which combines deep learning with deep learning to improve the robustness of existing deep learning methods."
This work demonstrates how to train deep autoencoders end-to-end to achieve SoA results on time-split Netflix data set. This article presents a deep autoencoder model for rating prediction that outperforms other state-of-the-art approahces on the Netflix prize dataset. Proposes to use a deep AE to do rating prediction tasks in recommender systems. The authors present a model for more accurate Netflix recommendations demonstrating that a deep autoencoder can out-perform more complex RNN-based models that have temporal information.,"A new deep autoencoder model for the rating prediction task in recommender systems which significantly outperforms previous state-of-the art models on a time-split Netflix data set. This article introduces a new autoencoders architecture for the task of rating prediction, and shows that it performs better than previous deep learning architectures."
"We propose that training with growing sets stage-by-stage provides an optimization for neural networks. The authors compare curriculum learning to learning in a random order with stages that add a new sample of examples to the previously, randomly constructed set This work studies the influence of ordering in the Curriculum and Self paced learning, and shows that to some extent the ordering of training instances is not important.",A new method to train with random samples and add new samples according to difficulty levels improves the learning performance in both curriculum and anti-curriculum learning. This study studies the effectiveness of random samples in curriculum learning and shows that random samples are more effective than random samples. The study presents a new method for learning from random samples by adding new samples randomly without a meaningful order.
"We replace the fully connected layers of a neural network with the multi-scale entanglement renormalization ansatz, a type of quantum operation which describes long range correlations. In the paper the authors suggest to use MERA tensorization technique for compressing neural networks. A new parameterization of linear maps for neural network use, using a hierarchical factorization of the linear map that reduces the number of parameters while still allowing for relatively complex interactions to be modelled. Studies compressing feed forward layers using low rank tensor decompositions and explore a tree like decomposition",A new deep neural network architecture that can capture correlations on different length scales using tensor trains. This work introduces a deep neural networks architecture that combines tree-like connectivity with tensor-trained neural networks. The authors introduce a deep learning architecture based on the idea of embedding a tree into a neural network to capture correlations between inputs.
"A new method for gradient-descent inference of permutations, with applications to latent matching inference and supervised learning of permutations with neural networks The paper utilizes finite approximation of the Sinkhorn operator to describe how one can construct a neural network for learning from permutation valued training data. The study proposes a new method that approximates the discrete max-weight for learning latent permutations","A deep neural network that learns to find the right permutation for a given sequence of sequences. This work presents a deep neural networks that can learn to solve entropy-regularized linear assignment problems by randomly permuting pieces of random matrices. The work presents an algorithm for learning the correct permutation of a sequence of sequence of sequential sequences of sequences, and shows that it is possible to learn the correct number of sequences in a sequence."
Compressing trained DNN models by minimizing their complexity while constraining their loss. This paper proposes a method for deep neural network compression under accuracy constraints. This article presents a loss value constrained k-means encoding method for network compression and develops an iterative algorithm for model optimization.,"A method for compressing trained neural network models that directly minimizes its complexity while maintaining its accuracy. This paper presents a method for reducing the complexity of trained neural networks by reducing the number of centroids and reducing the computational complexity. This work introduces a method to compress neural networks in order to reduce their computational complexity, and shows that it achieves similar results for SVHN and CIFAR10 datasets."
"Imitation from pixels, with sparse or no reward, using off-policy RL and a tiny adversarially-learned reward function. The study proposes to use a ""minimal adversary"" in generative adversarial imitation learning under high-dimensional visual spaces. This paper aims at solving the problem of estimating sparse rewards in a high-dimensional input setting.","A deep reinforcement learning agent that learns to stack faster than a dense staged reward baseline agent with only demonstrations and a sparse binary reward indicating whether or not the stack has completed. This work introduces a new policy gradient for reinforcement learning, which is a state-of-the-art off-policy method for control, that can take advantage of a replay buffer to store past experiences."
"Improvements to adversarial robustness, as well as provable robustness guarantees, are obtained by augmenting adversarial training with a tractable Lipschitz regularization Explores augmenting the training loss with an additional gradient regularization term to improve robustness of models against adversarial examples Uses a trick to simplify the adversarial loss by one in which the adversarial perturbation appears in closed form.",Adversarial training improves robustness to adversarial attacks by using Lipschitz regularization of the loss gradients. This article presents a novel method for learning adversarial defences based on the loss gradient of a pre-trained neural network. The authors present a novel approach for training a deep neural network that is more tractable and efficient than adversarial training methods. This work introduces a new method for training an adversarial model with a loss gradient in order to improve robustness.
"A new state-of-the-art approach for knowledge graph embedding. Presents a neural link prediction scoring function that can infer symmetry, anti-symmetry, inversion and composition patterns of relations in a knowledge base. This work proposes an approach to knowledge graph embedding by modeling relations as rotations in the complex vector space. Proposes a method for graph embedding to be used for link prediction","A probabilistic model that can model and infer all the three types of relation patterns for link prediction. This work introduces a new knowledge graph embedding model, called RotatE, which is able to model and learn all the relation patterns. The study presents a new approach to link prediction based on the idea of modeling and inferring relation patterns in a knowledge graph. The authors introduce a new framework for learning relation patterns that can be used to predict links between entities."
"We present Multitask Neural Model Search, a Meta-learner that can design models for multiple tasks simultaneously and transfer learning to unseen tasks. This work extends Neural Architecture Search to the multi-task learning problem where a task conditioned model search controller is learned to handle multiple tasks simultaneously. In this paper, authors summarize their work on building a framework, called Multitask Neural Model Search controller, for automated neural network construction across multiple tasks simultaneously.","Multi-task Neural Model Search (MNMS), an automated model construction framework that finds the best performing models in the search space for multiple tasks simultaneously. This work introduces a multi-task neural model search framework that learns to search for previously seen tasks simultaneously, reducing search time on previously unseen tasks. The authors introduce a new neural model architecture for ImageNet classification that is pre-trained on several different tasks simultaneously"
Properly training CNNs with dustbin class increase their robustness to adversarial attacks and their capacity to deal with out-distribution samples. This work proposes adding an additional label for detecting OOD samples and adversarial examples in CNN models. The paper proposes an additional class that incorporates natural out-distribution images and interpolated images for adversarial and out-distribution samples in CNNs,An augmented CNN for black-box adversarial examples can significantly reduce the misclassification rates for both naive and robust out-distribution sets. This study presents a method for training effective CNNs that can be used to generate adversarial samples from a wide range of out-of-distributary sets.
"Permutation-invariant loss function for point set prediction. Proposes a new loss for points registration (aligning two point sets) with preferable permutation invariant property. This article introduces a novel distance function between point sets, applies two other permutation distances in an end-to-end object detection task, and shows that in two dimensions all local minima of the holographic loss are global minima. Proposes permutation invariant loss functions which depend on the distance of sets.","An analytic distance function for moderately sized point sets of known cardinality that is shown to have very desirable properties, both as a loss function as well as a regularizer for machine learning applications. This article introduces a new loss function for small point sets with known cardinalities that can be used as a deep learning loss function. This work presents a new method for learning deep learning points by using a simple permutation-invariant loss function"
"Genetic algorithms based approach for optimizing deep neural network policies The authors present an algorithm for training ensembles of policy networks that regularly mixes different policies in the ensemble together. This work proposes a genetic algorithm inspired policy optimization method, which mimics the mutation and the crossover operators over policy networks.","A new policy gradient algorithm for black-box policy optimization that efficiently combines two parent policies and generates offspring that takes advantage of both the parents. This work introduces a new variant of GAs which combines state-space crossover with a novel mutation operator. The authors introduce a new GAs algorithm for deep reinforcement learning, called GAs, which combines two policies into one policy and generates a hybrid policy."
"We propose an easy to implement, yet effective method for neural network compression. PFA exploits the intrinsic correlation between filter responses within network layers to recommend a smaller network footprints. Proposes to prune convolutional networks by analyzing the observed correlation between the filters of a same layer as expressed by the eigenvalue spectrum of their covariance matrix. This study introduces an approach to compressing neural networks by looking at the correlation of filter responses in each layer via two strategies. This study proposes a compression method based on spectral analysis","A closed-form pruning algorithm based on spectral energy analysis for suggesting the number of filters to remove in a layer. This paper introduces a new pruning technique, called PFA-En, which uses spectral energy estimation to determine the amount of filters that should be removed at each layer. The authors present a method for optimizing the performance of structured pruning algorithms by using spectral energy analyses to determine how many filters should be eliminated."
This study studies the discrimination and generalization properties of GANs when the discriminator set is a restricted function class like neural networks. Balances capacities of generator and discriminator classes in GANs by guaranteeing that induced IPMs are metrics and not pseudo metrics This paper provides a mathematical analysis of the role of the size of the adversary/discriminator set in GANs,"A generalization bound for neural f -divergence in GANs with non-parametric discriminators. The authors prove that neural discriminators are discriminative when they are bounded by a bounded Lipschitz distance, and show that the discriminator set can be used to achieve strong convergence. This study studies the discriminators' discriminator-to- discriminator relationship between different parameters of a GAN."
"Building on previous work on domain generalization, we hope to produce a classifier that will generalize to previously unseen domains, even when domain identifiers are not available during training. A domain generalization approach to reveal semantic information based on a linear projection scheme from CNN and NGLCM output layers. The paper proposes an unsupervised approach to identify image features that are not meaningful for image classification tasks","A new neural network building block that is differentiable and tunable through backpropagation. This work introduces a new neural model for image recognition that is more tunable than previous models. The authors introduce a new Neural Network building block, GLCM, which can be used to extract textural information from images of training domains."
"Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior The authors suggest that statistical mechanics ideas will help to understand generalization properties of deep neural networks, and give an approach that provides strong qualitative descriptions of empirical results regarding deep neural networks and learning algorithms. A set of ideas related to theoretical understanding generalization properties of multilayer neural networks, and a qualitative analogy between behaviours in deep learning and results from quantitative statistical physics analysis of single and two-layer neural networks.","A theoretical analysis of the NN/DNN learning process. This article presents a theoretical analysis on the generalization performance of NNs and shows that it is possible to generalize to a large number of control parameters. The study presents a method for generalizing NNs to large amounts of noise in the data, showing that generalization can be achieved on a small amount of noise."
"This article introduces Morpho-MNIST, a collection of shape metrics and perturbations, in a step towards quantitative evaluation of representation learning. This work discusses the problem of evaluating and diagnosing the represenatations learnt using a generative model. Authors present a set of criteria to categorize MNISt digists and a set of interesting perturbations to modify MNIST dataset.","A new quantitative framework for assessing the generative direction of generative models of images. This work introduces a quantitative framework to evaluate generative representations of images, based on morphometric data. The study presents a method for evaluating generative representation of images by using morphometric analysis to determine whether a model has learned to represent specific factors of variation."
"We show that modular structured models are the best in terms of systematic generalization and that their end-to-end versions don't generalize as well. This paper evaluates systemic generalization between modular neural networks and otherwise generic models via introduction of a new, spatial reasoning dataset A targeted empirical evaluation of generalization in models for visual reasoning, focused on the problem of recognizing (object, relation, object) triples in synthetic scenes featuring letters and numbers.","A new synthetic dataset for the purpose of generalization of deep neural networks. This study presents a new dataset for deep neural network generalization, called SQOOP, where models are required to learn a layout that matches the task. The authors investigate the generalization capabilities of deep-learning neural networks and show that they are capable of doing systematic generalization on an end-to-end basis."
"We propose a self-monitoring agent for the Vision-and-Language Navigation task. A method for vision+language navigation which tracks progress on the instruction using a progress monitor and a visual-textual co-grounding module, and performs well on standard benchmarks. This study describes a model for vision-and-language navigation with a panoramic visual attention and an auxillary progress monitoring loss, giving state-of-the-art results.","A novel LSTM based on textually grounded instructions that can be used to track progress towards the goal. The authors present a novel approach for tracking the progress of an action selection agent by using textual grounding. This work introduces a novel method for measuring the completeness of instruction-following tasks, which uses textual grounding to measure the progress made."
"We show that ENAS with ES-optimization in RL is highly scalable, and use it to compactify neural network policies by weight sharing. The authors construct reinforcement learning policies with very few parameters by compressing a feed-forward neural network, forcing it to share weights, and using a reinforcement learning method to learn the mapping of shared weights. This article combines ideas from ENAS and ES methods for optimisation, and introduces the chromatic network architecture, which partitions weights of the RL network into tied sub-groups.","Combine ENAS and ES for learning compact representations that learn effective policies with over 92% reduction of the number of parameters. This paper combines ENAS, ES, and random partitioning to learn efficient policies for RL tasks. The authors combine ENAS with ES to train a large population of CPU workers in order to improve the performance of RL networks."
"Gaggle, an interactive visual analytic system to help users interactively navigate model space for classification and ranking tasks. A new visual analytic system which aims to enable non-expert users to interactively navigate a model space by using a demonstration-based approach. A visual analytics system that helps novice analysts navigate model space in performing classification and ranking tasks.","A user-defined model space for classification and ranking models. This article presents a novel approach to the problem of overfitting ML models with user feedback by using a combination of a learning algorithm and associated hyperparameters. The authors introduce Gaggle, a multi-modal ML system that learns to classify data from multiple datasets and then uses user feedback to select a new model."
"We propose to generate adversarial example based on generative adversarial networks in a semi-whitebox and black-box settings. Describes AdvGAN, a conditional GAN plus adversarial loss, and evaluates AdvGAN on semi-white box and black box setting, reporting state-of-art results. This article proposes a way of generating adversarial examples that fool classification systems and wins MadryLab's mnist challenge.","An adversarial perturbation strategy for black-box attacks based on the assumption that adversaries have no prior knowledge of training data or the model itself. This paper presents a method for generating adversarial examples using a dynamic distillation technique, where the adversary assumes that the adversarial instance is close to the original one in terms of L 2."
We introduce a novel measure of flatness at local minima of the loss surface of deep neural networks which is invariant with respect to layer-wise reparameterizations and we connect flatness to feature robustness and generalization. The authors propose a notion of feature robustness which is invariant with respect to rescaling the weight and discuss the notion's relationship to generalization. This article defines a notion of feature-robustness and combines it with epsilon representativeness of a function to describe a connection between flatness of minima and generalization in deep neural networks.,"Feature robustness is related to generalization in neural networks. This study studies the robustness of a neural network with ReLU activations, and shows that feature robustness can be related to the generalization properties of the neural network. This work considers the generalisation properties of neural networks and introduces a new measure of flatness, which is based on the fact that the loss curve of a given function is not randomly modified."
"We introduce DPFRL, a framework for reinforcement learning under partial and complex observations with a fully differentiable discriminative particle filter Introduces ideas for training DLR agents with latent state variables, modeled as a belief distribution, so they can handle partially observed environments. This paper introduces a principled method for POMDP RL: Discriminative Particle Filter Reinforcement Learning that allows for reasoning with partial observations over multiple time steps, achieving state-of-the-art on benchmarks.","A discriminative observation model that learns to explicitly track a latent belief, while circumventing the difficulty of generative observation modeling. This article introduces a new deep learning method for deep learning that learns a latent knowledge representation from particle observations. The study presents a deep learning approach to deep learning by using a discriminatively parameterized observation function to learn a latent information representation."
"We prove randomly initialized (stochastic) gradient descent learns a convolutional filter in polynomial time. Studies the problem of learning a single convolutional filter using SGD and shows that under certain conditions, SGD learns a single convolutional filter. This work extends the Gaussian distribution assumption to a more general angular smoothness assumption, which covers a wider family of input distributions","This article studies the dynamics of gradient descent and stochastic gradient descent in deep neural networks. This study studies the learning dynamics of deep neural network and shows that gradient descent with random initialization leads to faster convergence than gradient descent. The study presents a method for learning the weights of a neural network using a Gaussian distribution, which leads to higher convergence rates."
"We introduce a notion of conservatively-extrapolated value functions, which provably lead to policies that can self-correct to stay close to the demonstration states, and learn them with a novel negative sampling technique. An algorithm called value iteration with negative sampling to address the covariate shift problem in imitation learning.","A novel reinforcement learning algorithm that learns a value function that extrapolates to unseen states more conservatively, as an approach to attack the optimistic extrapolation problem. This work introduces a new model of reinforcement learning based on values functions that extrapolate from unseen states to unseen ones. The study presents a reinforcement learning method for reinforcement learning that learns values functions with conservative extrapolation and achieves near-optimal performance."
"We investigate the merits of employing neural networks in the match prediction problem where one seeks to estimate the likelihood of a group of M items preferred over another, based on partial group comparison data. This work proposes a deep neural network solution to the set ranking problem and designs a architecture for this task inspired by previous manually designed algorithms. This article provides a technique to solve the match prediction problem using a deep learning architecture.","A novel neural network architecture for match prediction that can be easily adapted for a variety of real-world online game datasets. This work introduces a new neural network framework for the match prediction problem, based on a BTL model. The authors introduce two new neural networks, MM-sum and MM-prod, to address the problem of cross entropy loss in match prediction."
"We investigate ReLU networks in the Fourier domain and demonstrate peculiar behaviour. Fourier analysis of ReLU network, finding that they are biased towards learning low frequency This article has theoretical and empirical contributions on topic of Fourier coefficients of neural networks","This study studies the spectral bias of deep neural networks in the context of random parameter perturbations. This study investigates the problem of learning a deep neural network with low frequencies, and shows that it is more robust to random parameters than deep neural nets with high frequencies. The study presents a method for learning deep neural architectures with low-frequency components that can be used to train models with low frequency."
"We refine the over-approximation results from incomplete verifiers using MILP solvers to prove more robustness properties than state-of-the-art. Introduces a verifier that obtains improvement on precision of incomplete verifiers and scalability of the complete verifiers using over-parameterization, mixed integer linear programming and linear programming relaxation. A mixed strategy to obtain better precision on robustness verifications of feed-forward neural networks with piecewise linear activation functions, achieving better precision than incomplete verifiers and more scalability than complete verifiers.","A combination of state-of-the-art overapproximation techniques used by incomplete methods for neural network robustness. This work presents a method to certify neural networks robustness in the context of adversarial examples. The authors present a method for certifying neural networks that is asymptotically complete as non-complete methods, and show that it is possible to verify robustness properties."
Using Wasserstein-GANs to generate realistic neural activity and to detect the most relevant features present in neural population patterns. A method for simulating spike trains from populations of neurons which match empirical data using a semi-convolutional GAN. The study proposes to use GANs for synthesizing realistic neural activity patterns,Spike-GAN is able to learn the structure of packets generated by a neural network. This study presents a novel neural network architecture that learns to encode information about a given set of stimuli in a spatio-temporal manner. The authors investigate the applicability of Spike-GAN to deep neural networks and show that it can be used to detect the most relevant aspects of a given stimulus.
This work describe a 3D authoring tool for providing AR in assembly lines of industry 4.0 The article addresses how AR authoring tools support training of assembly line systems and proposes an approach An AR guidance system for industrial assembly lines that allows for on-site authoring of AR content. Presents a system that allows factory workers to be trained more efficiently using augmented reality system.,A novel 3D authoring tool that allows users to create 3D scenes of workstations by placing 3D objects on the assembly line. This article presents a novel 3-D authorization tool that enables users to make 3D 3D models of the workstation. The authors present a novel method for authoring 3D images of the assembly lines of an industrial machine.
